CustomerID,recency_days,frequency,monetary_value,R,F,M,segment
15820,319,1,206.98,1,1,1,Lost
15925,194,1,207.15,1,1,1,Lost
13099,99,1,207.36,2,1,1,Others
16752,372,1,207.5,1,1,1,Lost
17923,282,1,207.5,1,1,1,Lost
16323,196,1,207.5,1,1,1,Lost
16866,140,3,207.74,2,3,1,Others
18191,261,1,207.8,1,1,1,Lost
12547,197,2,207.8,1,2,1,Lost
16457,218,1,208.36,1,1,1,Lost
16914,36,1,208.46,3,2,1,Others
17514,128,1,208.65,2,1,1,Others
15327,52,1,208.75,3,2,1,Others
17855,372,1,208.97,1,1,1,Lost
13828,22,1,209.49,4,2,1,Promising
13532,33,1,210.31,3,2,1,Others
16415,44,1,210.35,3,2,1,Others
12995,85,1,211.32,2,2,1,Others
15703,264,1,211.5,1,1,1,Lost
16356,197,3,211.77,1,3,1,Others
16017,47,1,211.88,3,2,1,Others
17928,45,2,212.54,3,3,1,Others
14984,19,2,213.27,4,3,1,Others
15540,11,1,213.3,5,2,1,Promising
16591,68,1,213.5,3,2,1,Others
13411,107,1,213.55,2,1,1,Others
14241,183,1,213.7,1,1,1,Lost
17153,24,1,213.78,4,2,1,Promising
13621,116,1,213.85,2,1,1,Others
14601,10,1,213.96,5,2,1,Promising
16647,169,2,214.06,2,2,1,Others
16846,50,1,214.32,3,2,1,Others
16411,19,2,214.65,4,3,1,Others
16338,157,1,214.8,2,1,1,Others
12588,39,1,214.9,3,2,1,Others
12831,262,1,215.05,1,1,1,Lost
16190,40,1,215.08,3,2,1,Others
16519,25,2,215.08,4,3,1,Others
16189,15,2,215.48,4,3,1,Others
14476,257,1,215.7,1,1,1,Lost
17580,252,3,215.72,1,3,1,Others
15052,319,1,215.78,1,1,1,Lost
16179,60,1,215.83,3,2,1,Others
13858,57,1,216.17,3,2,1,Others
14104,154,2,216.21,2,2,1,Others
17436,1,2,216.3,5,3,1,Others
15604,52,1,216.39,3,2,1,Others
12897,204,2,216.5,1,2,1,Lost
15460,354,1,216.76,1,1,1,Lost
13503,71,1,216.85,2,2,1,Others
13739,18,1,216.9,4,2,1,Promising
16080,81,2,217.16,2,3,1,Others
15554,277,1,217.2,1,1,1,Lost
13271,37,1,217.38,3,2,1,Others
16634,222,2,217.9,1,2,1,Lost
14570,280,2,218.06,1,2,1,Lost
15724,201,2,218.25,1,2,1,Lost
12574,315,1,218.45,1,1,1,Lost
13428,10,1,218.47,5,2,1,Promising
17619,312,1,218.52,1,1,1,Lost
13669,50,2,218.55,3,3,1,Others
12702,19,1,219,4,2,1,Promising
16895,64,1,219.14,3,2,1,Others
15096,42,1,219.39,3,2,1,Others
13600,312,1,219.52,1,1,1,Lost
18114,290,1,220.1,1,1,1,Lost
13079,4,5,220.1,5,4,1,Loyal
16482,15,1,220.62,4,2,1,Promising
15790,10,1,220.85,5,2,1,Promising
13419,63,1,221.06,3,2,1,Others
16392,269,1,221.19,1,1,1,Lost
14960,8,2,221.27,5,3,1,Others
14598,44,1,221.97,3,2,1,Others
15897,194,2,222.05,1,2,1,Lost
13382,280,1,222.99,1,1,1,Lost
17534,53,1,223.36,3,2,1,Others
15637,52,1,223.36,3,2,1,Others
18101,11,2,223.65,5,3,1,Others
13926,23,1,223.85,4,2,1,Promising
14929,32,1,223.88,3,2,1,Others
16753,58,1,223.92,3,2,1,Others
16471,274,1,223.95,1,1,1,Lost
15175,71,1,224.14,3,2,1,Others
17171,289,1,224.91,1,1,1,Lost
16587,232,1,225.15,1,1,1,Lost
14052,19,1,225.36,4,2,1,Promising
16690,72,2,225.58,2,3,1,Others
12402,323,1,225.6,1,1,1,Lost
14357,43,1,225.77,3,2,1,Others
14624,57,2,225.85,3,3,1,Others
12672,329,1,225.9,1,1,1,Lost
17789,281,1,225.9,1,1,1,Lost
16619,263,1,226.21,1,1,1,Lost
16777,80,2,226.35,2,3,1,Others
16315,330,1,226.37,1,1,1,Lost
17572,71,4,226.75,3,4,1,Others
17212,253,1,226.85,1,1,1,Lost
14569,1,1,227.39,5,2,1,Promising
16527,81,1,228.06,2,2,1,Others
17969,166,2,228.2,2,2,1,Others
13070,192,1,228.8,1,1,1,Lost
13712,246,1,228.84,1,1,1,Lost
13146,26,1,228.91,4,2,1,Promising
17347,86,1,228.96,2,2,1,Others
14793,21,1,228.99,4,2,1,Promising
15528,254,1,229.33,1,1,1,Lost
13008,323,1,229.47,1,1,1,Lost
13474,236,1,229.59,1,1,1,Lost
12812,44,1,229.64,3,2,1,Others
13960,21,2,230.22,4,3,1,Others
16926,371,1,230.25,1,1,1,Lost
13786,367,1,230.4,1,1,1,Lost
16445,33,1,230.51,3,2,1,Others
15866,101,1,230.53,2,1,1,Others
18030,4,2,230.65,5,3,1,Others
16641,105,1,231.1,2,1,1,Others
15393,16,2,231.86,4,3,1,Others
16117,189,1,232.21,1,1,1,Lost
18213,236,1,232.48,1,1,1,Lost
13678,151,1,232.6,2,1,1,Others
16302,126,1,233.22,2,1,1,Others
14995,38,2,233.23,3,3,1,Others
16583,373,1,233.45,1,1,1,Lost
13348,64,1,233.76,3,2,1,Others
15483,161,4,233.81,2,4,1,"At Risk"
12736,332,1,234,1,1,1,Lost
16961,116,1,234.17,2,1,1,Others
17060,266,1,234.24,1,1,1,Lost
14473,74,2,234.34,2,3,1,Others
15462,94,3,234.6,2,3,1,Others
13187,337,1,236.02,1,1,1,Lost
16026,43,1,236.09,3,2,1,Others
12732,179,1,236.26,1,1,1,Lost
18110,19,1,236.3,4,2,1,Promising
15457,262,1,237.07,1,1,1,Lost
14586,276,1,237.36,1,1,1,Lost
17877,170,1,237.61,2,1,1,Others
12718,71,1,238.25,2,2,1,Others
12561,302,1,238.85,1,1,1,Lost
15850,19,2,238.85,4,3,1,Others
16756,214,1,239.4,1,1,1,Lost
17684,43,1,239.41,3,2,1,Others
13570,243,1,239.49,1,1,1,Lost
15690,4,2,239.76,5,3,1,Others
17181,57,2,239.92,3,3,1,Others
17256,107,2,240,2,3,1,Others
13565,19,2,240.22,4,3,1,Others
15286,49,1,240.55,3,2,1,Others
15598,53,1,240.68,3,2,1,Others
16427,263,2,241.06,1,2,1,Lost
14523,108,1,241.09,2,1,1,Others
15776,133,1,241.62,2,1,1,Others
16215,80,1,242.35,2,2,1,Others
14647,201,1,243.22,1,1,1,Lost
17908,373,1,243.28,1,1,1,Lost
17339,94,2,243.36,2,3,1,Others
15634,17,1,243.55,4,2,1,Promising
13886,71,1,243.56,3,2,1,Others
18193,165,1,243.76,2,1,1,Others
16793,57,1,243.84,3,2,1,Others
13103,39,1,243.94,3,2,1,Others
17925,372,1,244.08,1,1,1,Lost
17892,56,3,244.1,3,3,1,Others
16528,3,1,244.41,5,2,1,Promising
15118,134,1,244.8,2,1,1,Others
16601,40,1,244.8,3,2,1,Others
12660,11,1,245.1,5,2,1,Promising
17771,56,2,245.81,3,3,1,Others
16778,74,2,245.94,2,3,1,Others
17278,241,1,246.04,1,1,1,Lost
15783,10,1,246.3,5,2,1,Promising
17051,194,1,247.14,1,1,1,Lost
14658,5,2,247.15,5,3,1,Others
13349,10,1,247.32,5,2,1,Promising
18072,185,1,247.44,1,1,1,Lost
13592,35,4,247.96,3,4,1,Others
15097,4,1,248.08,5,2,1,Promising
16510,372,1,248.1,1,1,1,Lost
18212,326,1,248.42,1,1,1,Lost
13061,72,1,248.61,2,2,1,Others
17111,47,1,248.61,3,2,1,Others
16124,317,1,249,1,1,1,Lost
18005,3,2,249.72,5,3,1,Others
17456,365,1,249.86,1,1,1,Lost
15510,330,1,250,1,1,1,Lost
17303,361,1,250.04,1,1,1,Lost
16596,15,2,250.15,4,3,1,Others
13207,15,2,250.26,4,3,2,Others
13512,260,1,251.21,1,1,2,Lost
14501,183,2,251.21,1,2,2,Lost
16024,12,1,251.24,5,2,2,Promising
16976,267,1,251.52,1,1,2,Lost
17155,17,2,251.7,4,3,2,Others
16836,39,2,251.87,3,3,2,Others
16330,17,3,251.91,4,4,2,Loyal
13711,218,2,252.06,1,2,2,Lost
13645,120,1,252.1,2,1,2,Others
15346,332,1,252.42,1,1,2,Lost
13404,1,2,252.49,5,3,2,Others
15035,89,1,252.73,2,1,2,Others
17860,368,1,252.8,1,1,2,Lost
15759,218,3,253.04,1,3,2,Others
12797,365,1,254.03,1,1,2,Lost
15689,119,2,254.1,2,3,2,Others
14765,29,3,254.11,4,4,2,Loyal
12604,79,2,254.18,2,3,2,Others
15261,135,1,254.82,2,1,2,Others
16226,203,3,255.12,1,3,2,Others
14881,19,1,255.4,4,2,2,Promising
15277,46,1,255.9,3,2,2,Others
14761,58,2,255.9,3,3,2,Others
17896,23,1,256.32,4,2,2,Promising
13806,63,1,256.38,3,2,2,Others
12430,43,1,256.4,3,2,2,Others
16048,373,2,256.44,1,2,2,Lost
13626,252,1,257.23,1,1,2,Lost
18009,235,1,257.34,1,1,2,Lost
14375,185,1,257.68,1,1,2,Lost
13227,201,1,257.7,1,1,2,Lost
13277,15,4,258.4,4,4,2,Loyal
15577,151,3,258.88,2,3,2,Others
16447,135,1,259.01,2,1,2,Others
13127,77,1,259.17,2,2,2,Others
17125,50,1,259.35,3,2,2,Others
15143,225,1,259.45,1,1,2,Lost
15014,43,2,260.17,3,3,2,Others
14053,124,2,260.25,2,3,2,Others
13189,18,2,260.68,4,3,2,Others
17385,14,1,261.11,4,2,2,Promising
16413,56,1,262.2,3,2,2,Others
17194,273,2,262.62,1,2,2,Lost
16936,25,1,262.68,4,2,2,Promising
12492,63,2,263.21,3,3,2,Others
15894,253,2,263.55,1,2,2,Lost
14452,10,2,264.44,5,3,2,Others
15912,178,2,264.62,2,2,2,Others
13973,287,1,264.7,1,1,2,Lost
14423,218,1,265.2,1,1,2,Lost
17430,32,2,265.76,4,3,2,Others
14068,320,1,265.85,1,1,2,Lost
15019,266,1,266,1,1,2,Lost
12962,7,2,266.39,5,3,2,Others
15119,245,1,266.4,1,1,2,Lost
14863,29,1,266.76,4,2,2,Promising
16451,87,1,266.97,2,1,2,Others
15517,233,1,267.03,1,1,2,Lost
17708,187,2,267.08,1,2,2,Lost
15320,44,1,267.13,3,2,2,Others
17550,197,3,267.16,1,3,2,Others
15408,264,1,267.18,1,1,2,Lost
14727,274,1,268.58,1,1,2,Lost
12558,7,1,269.96,5,2,2,Promising
13242,112,3,270.4,2,3,2,Others
14520,1,2,270.6,5,3,2,Others
13533,182,3,270.79,1,3,2,Others
15774,68,1,270.8,3,2,2,Others
17011,30,1,270.9,4,2,2,Promising
18108,254,1,271,1,1,2,Lost
17496,358,1,271.05,1,1,2,Lost
17767,15,1,271.2,4,2,2,Promising
13837,211,2,271.24,1,2,2,Lost
13058,24,3,271.4,4,4,2,Loyal
14816,197,1,271.85,1,1,2,Lost
13917,49,2,272.04,3,3,2,Others
14819,64,2,272.07,3,3,2,Others
17498,75,1,272.22,2,2,2,Others
17254,4,2,272.44,5,3,2,Others
16727,364,1,272.82,1,1,2,Lost
16313,3,2,274.15,5,3,2,Others
14512,187,2,275.28,1,2,2,Lost
12750,128,1,275.88,2,1,2,Others
14508,22,2,276.42,4,3,2,Others
13272,31,2,276.56,4,3,2,Others
16883,187,2,276.73,1,2,2,Lost
15355,29,2,277.05,4,3,2,Others
13803,255,1,277.07,1,1,2,Lost
17968,373,1,277.35,1,1,2,Lost
14908,74,1,277.8,2,2,2,Others
14764,46,1,278.3,3,2,2,Others
17786,85,2,278.74,2,3,2,Others
14480,11,1,279.05,5,2,2,Promising
15556,24,1,279.77,4,2,2,Promising
14975,57,1,279.94,3,2,2,Others
16149,4,2,280.52,5,3,2,Others
13606,29,3,280.54,4,4,2,Loyal
14242,234,2,280.55,1,2,2,Lost
16848,52,1,281.42,3,2,2,Others
17403,36,1,281.62,3,2,2,Others
16557,24,2,281.85,4,3,2,Others
17247,15,1,282.19,4,2,2,Promising
13177,64,1,282.45,3,2,2,Others
13754,151,2,282.6,2,2,2,Others
14350,274,1,282.93,1,1,2,Lost
17694,141,1,283.12,2,1,2,Others
18270,38,2,283.15,3,3,2,Others
17251,362,1,283.28,1,1,2,Lost
17783,72,2,283.47,2,3,2,Others
12703,71,1,283.55,2,2,2,Others
13439,255,1,283.71,1,1,2,Lost
13121,269,1,283.73,1,1,2,Lost
18190,192,2,284.46,1,2,2,Lost
16429,106,1,284.55,2,1,2,Others
17636,19,1,285.56,4,2,2,Promising
14660,86,2,285.74,2,3,2,Others
16555,35,2,285.89,3,3,2,Others
13760,54,2,286.79,3,3,2,Others
16432,64,1,287.4,3,2,2,Others
17760,21,2,287.59,4,3,2,Others
17080,22,2,287.62,4,3,2,Others
17977,29,1,288.14,4,2,2,Promising
15396,112,1,288.18,2,1,2,Others
16808,99,2,288.42,2,3,2,Others
17501,220,2,288.6,1,2,2,Lost
14549,311,1,289.24,1,1,2,Lost
16125,367,1,289.35,1,1,2,Lost
14162,173,2,289.36,2,2,2,Others
16897,299,2,289.78,1,2,2,Lost
14953,25,1,289.82,4,2,2,Promising
17464,158,1,289.96,2,1,2,Others
14784,26,2,289.99,4,3,2,Others
17081,25,2,290.16,4,3,2,Others
16526,171,1,290.36,2,1,2,Others
17691,358,2,290.4,1,2,2,Lost
15279,354,1,290.51,1,1,2,Lost
16648,42,1,290.66,3,2,2,Others
14947,72,2,290.82,2,3,2,Others
14656,169,2,291.05,2,2,2,Others
13544,39,2,291.41,3,3,2,Others
13449,23,1,291.88,4,2,2,Promising
13502,16,3,292,4,4,2,Loyal
13259,61,1,292.32,3,2,2,Others
16721,262,1,292.47,1,1,2,Lost
15545,54,2,292.72,3,3,2,Others
12829,336,2,293,1,2,2,Lost
17163,21,2,293.1,4,3,2,Others
15732,212,2,294.12,1,2,2,Lost
13573,50,2,294.4,3,3,2,Others
16998,149,4,295,2,4,2,"At Risk"
13504,64,1,295.93,3,2,2,Others
13751,288,1,296.25,1,1,2,Lost
15154,75,1,296.42,2,2,2,Others
13441,91,1,296.64,2,1,2,Others
17531,190,1,296.7,1,1,2,Lost
14985,198,2,296.75,1,2,2,Lost
13708,271,1,296.88,1,1,2,Lost
15857,18,1,297,4,2,2,Promising
12881,275,1,298,1,1,2,Lost
17678,263,1,298.11,1,1,2,Lost
17824,51,1,298.4,3,2,2,Others
17255,40,2,298.41,3,3,2,Others
15609,184,1,298.48,1,1,2,Lost
17124,185,1,298.89,1,1,2,Lost
18215,89,1,299.34,2,1,2,Others
16402,264,2,299.6,1,2,2,Lost
18053,70,1,300.02,3,2,2,Others
13745,162,1,300.04,2,1,2,Others
15254,127,1,300.36,2,1,2,Others
13304,351,1,300.42,1,1,2,Lost
14762,263,1,300.52,1,1,2,Lost
16479,10,2,300.83,5,3,2,Others
16430,57,1,300.85,3,2,2,Others
17978,365,1,300.92,1,1,2,Lost
13479,200,2,300.95,1,2,2,Lost
15623,141,1,301.03,2,1,2,Others
15148,10,1,301.29,5,2,2,Promising
15667,39,1,301.32,3,2,2,Others
16715,78,1,301.72,2,2,2,Others
16297,268,1,301.9,1,1,2,Lost
17094,322,1,302,1,1,2,Lost
15054,12,2,302.1,5,3,2,Others
17506,75,1,302.2,2,2,2,Others
16292,121,1,302.25,2,1,2,Others
16104,61,1,302.36,3,2,2,Others
18165,177,1,302.46,2,1,2,Others
14248,318,1,302.58,1,1,2,Lost
16425,302,1,302.7,1,1,2,Lost
15060,8,4,303.09,5,4,2,Loyal
17433,88,1,303.16,2,1,2,Others
13083,4,2,303.75,5,3,2,Others
16400,94,1,303.93,2,1,2,Others
17732,372,1,303.97,1,1,2,Lost
18185,249,1,304.25,1,1,2,Lost
16217,235,2,304.25,1,2,2,Lost
15163,18,2,304.47,4,3,2,Others
17941,130,1,304.56,2,1,2,Others
13667,149,1,305.02,2,1,2,Others
12623,276,1,305.1,1,1,2,Lost
18220,226,1,305.28,1,1,2,Lost
13045,99,1,305.28,2,1,2,Others
16181,73,1,305.54,2,2,2,Others
16796,89,1,305.62,2,1,2,Others
15219,176,1,305.75,2,1,2,Others
13863,247,1,305.78,1,1,2,Lost
17176,201,1,306.13,1,1,2,Lost
15659,43,1,306.45,3,2,2,Others
18059,23,3,306.46,4,4,2,Loyal
13718,246,2,306.55,1,2,2,Lost
13762,218,1,306.72,1,1,2,Lost
16668,15,6,306.72,4,5,2,Loyal
17551,359,1,306.84,1,1,2,Lost
15087,281,1,306.94,1,1,2,Lost
17334,302,2,307.02,1,2,2,Lost
13142,19,1,307.09,4,2,2,Promising
13932,294,1,307.4,1,1,2,Lost
17120,233,1,307.46,1,1,2,Lost
14915,91,2,307.48,2,3,2,Others
13060,253,1,307.53,1,1,2,Lost
13395,185,1,307.72,1,1,2,Lost
13529,78,2,307.76,2,3,2,Others
16123,51,1,307.78,3,2,2,Others
15973,366,1,307.82,1,1,2,Lost
13466,184,1,307.9,1,1,2,Lost
13369,365,1,308.28,1,1,2,Lost
17510,24,1,308.48,4,2,2,Promising
13699,155,1,308.58,2,1,2,Others
16956,17,1,308.74,4,2,2,Promising
15010,35,1,308.94,3,2,2,Others
13787,75,2,309.04,2,3,2,Others
12884,88,1,309.05,2,1,2,Others
17604,217,2,309.36,1,2,2,Lost
14847,148,1,309.4,2,1,2,Others
14339,242,1,309.52,1,1,2,Lost
16810,192,1,309.54,1,1,2,Lost
15699,17,1,309.65,4,2,2,Promising
15661,317,2,309.8,1,2,2,Lost
14924,245,1,310.05,1,1,2,Lost
14311,242,1,310.26,1,1,2,Lost
15308,274,1,310.47,1,1,2,Lost
15185,70,1,310.62,3,2,2,Others
17266,2,3,310.64,5,4,2,Loyal
17912,310,5,311.01,1,4,2,"At Risk"
13897,50,1,311.16,3,2,2,Others
16781,372,1,311.25,1,1,2,Lost
17854,185,2,311.26,1,2,2,Lost
13990,213,1,311.3,1,1,2,Lost
12852,294,1,311.55,1,1,2,Lost
14327,163,1,311.65,2,1,2,Others
14951,79,1,311.69,2,2,2,Others
15326,333,1,311.71,1,1,2,Lost
14142,373,1,311.81,1,1,2,Lost
16450,149,1,311.92,2,1,2,Others
12785,364,1,311.95,1,1,2,Lost
17070,114,1,312.14,2,1,2,Others
17362,239,2,312.23,1,2,2,Lost
12834,282,1,312.38,1,1,2,Lost
15318,3,1,312.62,5,2,2,Promising
13845,64,1,312.98,3,2,2,Others
14729,373,1,313.49,1,1,2,Lost
16582,113,1,313.62,2,1,2,Others
13484,241,1,313.8,1,1,2,Lost
15970,303,1,314.1,1,1,2,Lost
16227,225,1,314.22,1,1,2,Lost
12650,3,1,314.44,5,2,2,Promising
16193,236,1,314.45,1,1,2,Lost
17237,11,2,314.69,5,3,2,Others
15766,64,1,315.06,3,2,2,Others
16091,154,2,315.06,2,2,2,Others
12614,277,1,315.6,1,1,2,Lost
16473,164,3,316.11,2,3,2,Others
14479,253,2,316.25,1,2,2,Lost
13494,311,1,316.26,1,1,2,Lost
17458,15,1,316.5,4,2,2,Promising
15204,357,1,316.58,1,1,2,Lost
16761,96,1,316.62,2,1,2,Others
15243,74,1,316.68,2,2,2,Others
15385,40,1,316.88,3,2,2,Others
15257,283,1,317.15,1,1,2,Lost
16386,28,2,317.2,4,3,2,Others
15101,8,2,317.53,5,3,2,Others
17267,127,2,317.62,2,3,2,Others
17172,78,1,317.76,2,2,2,Others
18066,75,1,318,2,2,2,Others
12648,154,1,318.05,2,1,2,Others
14703,14,1,318.17,4,2,2,Promising
17248,120,1,318.65,2,1,2,Others
17229,96,2,318.76,2,3,2,Others
17157,7,2,319,5,3,2,Others
16967,189,1,319.02,1,1,2,Lost
15107,311,6,319.5,1,4,2,"At Risk"
16674,54,2,319.61,3,3,2,Others
13986,17,1,320.46,4,2,2,Promising
14622,184,1,320.58,1,1,2,Lost
16096,264,1,320.62,1,1,2,Lost
18117,25,1,320.72,4,2,2,Promising
15236,298,1,321.05,1,1,2,Lost
14823,180,3,321.43,1,3,2,Others
14484,50,1,321.92,3,2,2,Others
14424,17,1,322.08,4,2,2,Promising
15224,358,2,322.08,1,2,2,Lost
16342,75,4,322.41,2,4,2,"At Risk"
16627,79,1,322.8,2,2,2,Others
13955,154,2,322.96,2,2,2,Others
16739,176,1,323,2,1,2,Others
17793,25,1,323.04,4,2,2,Promising
15675,81,3,323.69,2,3,2,Others
14555,57,2,324.14,3,3,2,Others
16685,61,2,324.24,3,3,2,Others
18261,43,2,324.24,3,3,2,Others
15597,35,1,324.57,3,2,2,Others
13801,66,1,324.8,3,2,2,Others
12790,192,1,324.92,1,1,2,Lost
15944,276,1,325.1,1,1,2,Lost
14850,311,1,325.75,1,1,2,Lost
16830,38,1,325.91,3,2,2,Others
12844,29,2,325.96,4,3,2,Others
15363,372,1,326,1,1,2,Lost
16071,44,1,326.24,3,2,2,Others
17715,200,1,326.4,1,1,2,Lost
14987,15,2,326.4,4,3,2,Others
16322,1,2,326.75,5,3,2,Others
14870,261,1,327.25,1,1,2,Lost
16366,18,1,327.3,4,2,2,Promising
14024,121,2,327.7,2,3,2,Others
15314,199,1,327.97,1,1,2,Lost
16318,35,1,328.15,3,2,2,Others
14206,239,1,328.16,1,1,2,Lost
14747,249,1,328.2,1,1,2,Lost
15213,318,2,328.35,1,2,2,Lost
16855,23,2,328.4,4,3,2,Others
14012,277,1,328.8,1,1,2,Lost
15153,31,1,329.25,4,2,2,Promising
17154,75,1,329.34,2,2,2,Others
13239,261,1,329.56,1,1,2,Lost
17615,130,3,329.6,2,3,2,Others
17866,142,1,329.65,2,1,2,Others
14716,43,2,329.68,3,3,2,Others
12953,9,1,329.85,5,2,2,Promising
16593,50,3,330.03,3,3,2,Others
15130,169,1,330.11,2,1,2,Others
14517,33,2,330.45,3,3,2,Others
13706,302,1,330.79,1,1,2,Lost
15714,11,2,330.88,5,3,2,Others
17862,323,1,330.9,1,1,2,Lost
12891,185,3,331,1,3,2,Others
16478,25,3,331,4,4,2,Loyal
15210,225,1,331.18,1,1,2,Lost
16030,309,1,331.24,1,1,2,Lost
16177,50,1,331.95,3,2,2,Others
16803,65,1,332.3,3,2,2,Others
16850,333,1,332.41,1,1,2,Lost
13904,37,2,332.64,3,3,2,Others
14902,25,1,332.66,4,2,2,Promising
16625,274,1,333.08,1,1,2,Lost
13727,28,2,333.48,4,3,2,Others
13216,267,1,333.74,1,1,2,Lost
14264,154,2,333.97,2,2,2,Others
15918,190,2,334.23,1,2,2,Lost
12350,310,1,334.4,1,1,2,Lost
15466,85,1,334.53,2,2,2,Others
14988,211,1,334.54,1,1,2,Lost
12489,336,1,334.93,1,1,2,Lost
17221,7,2,335.13,5,3,2,Others
16063,260,1,335.32,1,1,2,Lost
14196,106,1,335.52,2,1,2,Others
18276,43,1,335.86,3,2,2,Others
15921,172,1,336.03,2,1,2,Others
18078,217,2,336.13,1,2,2,Lost
14954,12,1,336.17,5,2,2,Promising
15619,10,1,336.4,5,2,2,Promising
17384,19,2,336.4,4,3,2,Others
17914,3,1,336.43,5,2,2,Promising
16105,248,1,336.96,1,1,2,Lost
17973,51,1,337.04,3,2,2,Others
13930,57,2,337.34,3,3,2,Others
15942,133,1,337.44,2,1,2,Others
15652,91,1,337.74,2,1,2,Others
16183,67,1,338.71,3,2,2,Others
17839,42,1,338.8,3,2,2,Others
17697,236,1,338.95,1,1,2,Lost
16545,164,1,339.3,2,1,2,Others
17045,113,3,339.44,2,3,2,Others
13737,200,1,339.6,1,1,2,Lost
15115,18,1,340.11,4,2,2,Promising
12519,63,1,340.84,3,2,2,Others
14491,175,2,340.93,2,2,2,Others
17917,45,3,341.28,3,3,2,Others
13347,70,1,341.36,3,2,2,Others
16826,51,1,341.7,3,2,2,Others
16851,4,3,342.45,5,4,2,Loyal
17201,53,1,342.63,3,2,2,Others
12875,143,2,343.23,2,2,2,Others
15880,369,1,343.28,1,1,2,Lost
18081,36,3,343.45,3,4,2,Others
15520,1,1,343.5,5,2,2,Promising
15047,269,1,343.62,1,1,2,Lost
13068,10,2,344,5,3,2,Others
17569,332,1,344.14,1,1,2,Lost
16978,77,1,344.33,2,2,2,Others
14633,266,1,344.9,1,1,2,Lost
13774,81,1,345,2,2,2,Others
17123,161,1,345.3,2,1,2,Others
15781,25,3,345.46,4,4,2,Loyal
13091,28,1,345.82,4,2,2,Promising
16423,24,1,346.12,4,2,2,Promising
13649,256,2,346.6,1,2,2,Lost
13062,191,1,346.98,1,1,2,Lost
17668,1,2,347.75,5,3,2,Others
13497,282,2,348.05,1,2,2,Lost
14379,44,2,348.1,3,3,2,Others
13052,212,1,348.15,1,1,2,Lost
16159,281,1,348.2,1,1,2,Lost
15579,68,2,348.6,3,3,2,Others
12527,81,3,348.71,2,3,2,Others
18127,19,3,348.73,4,4,2,Loyal
13790,4,1,348.8,5,2,2,Promising
13927,74,1,348.99,2,2,2,Others
15405,189,1,349.1,1,1,2,Lost
18250,310,1,349.27,1,1,2,Lost
13887,204,1,349.55,1,1,2,Lost
13670,75,1,349.7,2,2,2,Others
12532,30,1,349.83,4,2,2,Promising
13108,372,1,350.06,1,1,2,Lost
17795,179,2,350.39,2,2,2,Others
17835,2,3,350.64,5,4,2,Loyal
13740,240,1,350.75,1,1,2,Lost
13332,14,1,350.9,4,2,2,Promising
15900,23,1,351.11,4,2,2,Promising
13923,53,1,351.13,3,2,2,Others
15789,358,1,351.3,1,1,2,Lost
12566,86,1,351.65,2,1,2,Others
15334,156,3,351.67,2,3,2,Others
18112,12,2,352.69,5,3,2,Others
15678,52,1,352.7,3,2,2,Others
17976,372,1,353.19,1,1,2,Lost
14804,8,1,353.27,5,2,2,Promising
13343,177,1,353.43,2,1,2,Others
13210,93,1,353.48,2,1,2,Others
13173,4,2,353.65,5,3,2,Others
12715,106,1,353.86,2,1,2,Others
17252,116,2,353.86,2,3,2,Others
15870,32,1,354.09,4,2,2,Promising
12845,267,4,354.09,1,4,2,"At Risk"
12888,214,2,354.12,1,2,2,Lost
17222,65,1,354.15,3,2,2,Others
13642,215,1,354.8,1,1,2,Lost
17742,113,2,355.11,2,3,2,Others
12617,29,1,355.53,4,2,2,Promising
14537,57,1,355.56,3,2,2,Others
15840,58,2,355.56,3,3,2,Others
15247,122,1,356,2,1,2,Others
15713,143,2,356.7,2,2,2,Others
14500,88,3,356.85,2,3,2,Others
13453,165,2,356.98,2,2,2,Others
18040,19,2,357.2,4,3,2,Others
16971,38,1,357.21,3,2,2,Others
17025,60,3,357.77,3,3,2,Others
16274,373,1,357.95,1,1,2,Lost
13976,206,1,357.98,1,1,2,Lost
13228,81,1,358,2,2,2,Others
16823,227,1,358.38,1,1,2,Lost
17948,147,1,358.56,2,1,2,Others
15120,133,1,358.82,2,1,2,Others
13298,1,1,360,5,2,2,Promising
13780,7,2,360.01,5,3,2,Others
16595,61,1,360.16,3,2,2,Others
15872,14,2,360.93,4,3,2,Others
13291,155,1,361.11,2,1,2,Others
16305,138,1,361.22,2,1,2,Others
13844,11,1,361.62,5,2,2,Promising
16052,54,1,362.06,3,2,2,Others
16378,247,3,362.95,1,3,2,Others
14427,50,2,363.34,3,3,2,Others
14932,365,1,363.53,1,1,2,Lost
18056,288,1,363.65,1,1,2,Lost
16485,77,1,363.65,2,2,2,Others
12915,148,2,363.65,2,2,2,Others
16509,296,1,363.7,1,1,2,Lost
14171,98,1,363.79,2,1,2,Others
15901,16,3,363.88,4,4,2,Loyal
17330,22,2,363.9,4,3,2,Others
12538,29,1,363.95,4,2,2,Promising
14528,37,1,364.22,3,2,2,Others
15343,87,1,364.5,2,1,2,Others
12373,311,1,364.6,1,1,2,Lost
15949,16,2,364.72,4,3,2,Others
14886,252,1,364.8,1,1,2,Lost
16202,360,1,365.27,1,1,2,Lost
16499,360,2,365.45,1,2,2,Lost
17432,18,2,365.76,4,3,2,Others
17358,303,2,365.85,1,2,2,Lost
17911,9,1,366.23,5,2,2,Promising
16372,33,2,367.93,3,3,2,Others
